date,id,pdf,pm,release_type,subjects,title
1975-09-08,3879,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003879.pdf,"Whitlam, Gough",Media Release,,INCOME SECURITY REVIEW
2001-07-12,11790,,"Howard, John",Interview,,"Doorstop Interview - Richmond, NSW"
2005-03-22,21653,,"Howard, John",Interview,,Interview with David Speers Sky News
2013-10-18,23044,,"Abbott, Tony",Media Release,,Federal and Queensland governments sign up to a one-stop shop for environmental approvals
1986-05-04,6901,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006901.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF THE PM ON SUNDAY, 4 MAY 1986"
1993-08-18,8938,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008938.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P.J. KEATING MP PRINCIPAL ADVISER"
1986-05-19,6915,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006915.pdf,"Hawke, Robert",Speech,,"SPEECH BY THE PRIME MINISTER AT PREMIER ZHAO'S WELCOMING BANQUET, BEIJING, 19 MAY 1986"
2013-10-19,23050,,"Abbott, Tony",Speech,,Address to South Australian Liberal Party State Council
2003-06-07,20559,,"Howard, John",Speech,,"Address at Prime Minister's Breakfast 2003 National Convention, Adelaide"
2001-04-12,11784,,"Howard, John",Interview,,"Radio Interview wtih Paul Murray, 6PR"
2005-03-17,21647,,"Howard, John",Interview,,"Joint Press Conference with the Norwegian Prime Minister Mr Bondevik Parliament House, Canberra"
1978-10-25,4864,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004864.pdf,"Fraser, Malcolm",Interview,,"INTERVIEW WITH PAUL CURTIS, AUSTRALIAN HI-FI PHOTOGRAPHICS MAGAZINE"
2004-02-24,21121,,"Howard, John",Interview,,"Interview with Jon Faine, ABC Radio, Melbourne"
2013-01-05,18978,,"Gillard, Julia",Media Release,,Support for Tasmanian Bushfire Victims
2009-12-06,16955,,"Rudd, Kevin",Interview,,Prime Minister Transcript of doorstop interview Sydney 4 December 2009
2010-12-07,17493,,"Gillard, Julia",Environment,,Transcript of interview with Matthew Abraham and David Bevan ABC
2014-08-16,23736,,"Abbott, Tony",Media Release,,New counter-terrorism measures for a safer Australia - cancelling welfare payments to extremists
1990-08-16,8086,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008086.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF INTERVIEW WITH RON BELL, RADIO 2GF, GRAFTON 16 AUGUST 1990"
2014-12-12,24059,,"Abbott, Tony",Media Release,,Appointment of Australian Public Service Commissioner
1994-11-03,9398,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009398.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P.J.KEATING MP INTERVIEW WITH JOHN LAWS, RADIO 2UE, 3 NOVEMBER 1994"
2006-08-22,22428,,"Howard, John",Media Release,,Wallace Brown
2007-05-14,15284,,"Howard, John",Speech,,Address to the Centre for Independent Studies
1983-03-02,6040,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006040.pdf,"Fraser, Malcolm",Media Release,,HOW MR. HAWKE SHIFTS GROUND
2014-10-21,23905,,"Abbott, Tony",Media Release,,The Honourable Edward Gough Whitlam AC QC
2002-11-14,12500,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER            THE HON JOHN HOWARD MP            THE MINISTER FOR TRADE, THE HON MARK VAILE MP,             AND UNITED STATES TRADE REPRESENTATIVE,             ROBERT B. ZOELLICK,             PRESS CONFERENCE, PARLIAMENT HOUSE, CANBERRA"
1994-10-07,9373,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009373.pdf,"Keating, Paul",Press Conference,,"PRESS CONFERENCE, HILTON HOTEL, ADELAIDE"
1997-04-28,10317,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010317.pdf,"Howard, John",Speech,,TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP ADDRESS TO STATE DINNER IN HONOUR OF THE PRIME MINISTER OF JAPAN MR RYUTARO HASHIMOTO
1978-03-22,4657,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004657.pdf,"Fraser, Malcolm",Media Release,,"NEW SOUTH WALES FLOODS, 22 MARCH 1978"
1974-01-25,3138,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003138.pdf,"Whitlam, Gough",Media Release,,"JOINT STATEMENT BY THE PRIME MINISTER, THE HON EG WHITLAM QC MP, AND THE PREMIER OF SOUTH AUSTRALIA, MR DUNSTAN"
2010-11-11,17478,,"Gillard, Julia",Speech,,"Transcript of joint press conference Seoul, Korea"
1970-05-07,2226,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002226_0.pdf,"Gorton, John",Press Conference,,"PRESS CONFERENCE GIVEN BY THE PRIME MINISTER, MR JOHN GORTON IN TOKYO, JAPAN - 7 MAY 1970"
2009-08-20,16766,,"Rudd, Kevin",Interview,,Joint press conference with New Zealand Prime Minister John Key
2013-01-17,18993,,"Gillard, Julia",Media Release,,Federal Financial Assistance for Those Affected By The Wambelong Fire
1999-07-12,11009,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP TELEVISION INTERVIEW WITH STEVE LIEBMANN, THE TODAY SHOW"
2016-10-19,40520,,"Turnbull, Malcolm",Transcript,,Remarks at the launch of Molecular Horizons: Centre for Molecular and Life Sciences
1981-03-24,5549,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005549.pdf,"Fraser, Malcolm",Media Release,,SUMMARY OF ABC'S 7.45AM NEWS
1975-09-16,3886,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003886.pdf,"Whitlam, Gough",Media Release,,AUSTRALIAN INCOME TAX DEDUCTIONS FOR MINERAL EXPLORATION EXPENDITURE IN PAPUA NEW GUINEA
2016-03-17,40246,,"Turnbull, Malcolm",Media Release,,Joint Media Release - Safe phones for domestic violence victims
1972-02-21,2540,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002540.pdf,"McMahon, William",Media Release,,"NAVAL SUPPORT FACILITY - COCKBURN SOUND WA - STATEMENT BY THE PRIME MINISTER, MR WILLIAM MCMAHON CH MP"
2013-05-09,19333,,"Gillard, Julia",Video Transcript,,Transcript of Joint Press Conference
2008-07-04,16000,,"Rudd, Kevin",Interview,,"Transcript of Interview with Charles Wooley, Across Australia Program, Canberra"
1997-09-04,10471,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010471.pdf,"Howard, John",Media Release,,Honours for Employing People with Disabilities
1976-05-27,4131,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004131.pdf,"Fraser, Malcolm",Speech,,ECONOMIC DEBATE
2017-09-04,41158,,"Turnbull, Malcolm",Transcript,,"Doorstop — Parliament House, Canberra"
2005-08-19,21874,,"Howard, John",Speech,,"Address to the Spastic Centre Diamond 60th Anniversary Ball Luna Park, Milsons Point"
1988-11-22,7438,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007438.pdf,"Hawke, Robert",Statement in Parliament,,PARLIAMENTARY STATEMENT BY THE PRIME MINISTER ON THE JOINT DEFENCE FACILITIES 22 NOVEMBER 1988
1963-08-27,795,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000795_0.pdf,"Menzies, Robert",Statement in Parliament,,"SPEECH BY RT. HON. SIR ROBERT MENZIES, KT, CH, QC, MP ON APPROPRIATION BILL 1963-64 - SECOND READING"
2007-04-27,15509,,"Howard, John",Media Release,,More Support for Bushfire Fighters
1965-01-30,1049,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001049.pdf,"Menzies, Robert",Speech,,"SPEECH BY THE PRIME MINISTER, THE RT. HON. SIR ROBERT MENZIES, KT, CH, QC, MP, FROM THE CRYPT OF ST PAUL'S CATHEDRAL, LONDON, OVER THE BBC TELEVISION ON THE OCCASION OF THE FUNERAL OF THE LATE SIR WINSTON CHURCHILL - 30TH JANUARY 1965"
1985-09-19,6726,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006726.pdf,"Hawke, Robert",Interview,,"TRANSCRIPT OF INTERVIEW WITH MARK DAY, 19 SEPTEMBER 1985"
2001-10-07,12266,,"Howard, John",Media Release,,Sunday Telegraph Wrong on Rollback
1994-11-12,9415,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009415.pdf,"Keating, Paul",Press Conference,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING, MP AND THE PRESIDENT OF THE REPUBLIC OF CHILE, HIS EXCELLENCY, EDUAROO FREI RUIZ-TAGLE KIRRIBILLI HOUSE, SYDNEY, AUSTRALIA SATURDAY 12 NOVEMBER, 1994"
1963-08-01,781,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000781.pdf,"Menzies, Robert",Media Release,,"FOR PRESS:  P.M.NO. 64/1963  STATE FUNERAL FOR THE LATE MR. E.J WARD SATATEMENT BY THE PRIME MINISTER, THE RT. HON. SIR ROBERT MENZIES"
1964-07-14,959,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000959.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: P.M. 52/1964 - ECONOMIC CONSULTATIONS - STATEMENT BY THE ACTING PRIME MINISTER, THE RT. HON. JOHN MCEWEN"
1985-09-20,6732,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006732.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1994-11-03,9401,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009401.pdf,"Keating, Paul",Interview,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P J KEATING MP, INTERVIEW WITH RAY MARTIN, ""A CURRENT AFFAIR"", 3 NOVEMBER 1994"
2001-10-09,12272,,"Howard, John",Media Release,,Scoresby Freeway
1975-09-21,3892,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003892.pdf,"Whitlam, Gough",Broadcast,,PRIME MINISTER'S WEEKLY BROADCAST - THE RIGHT TO GOVERN - SUNDAY 21 SEPTEMBER 1975
2016-03-21,40252,,"Turnbull, Malcolm",Transcript,,"Interview with Leigh Sales, 7.30 ABC TV"
2013-05-09,19327,,"Gillard, Julia",Interview,,"Transcript Of Interview With Labby, Stav & Abby, B105 Brisbane"
1972-04-04,2554,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002554.pdf,"McMahon, William",Media Release,,HIGH COURT BUILDING - STATEMENT BY THE PRIME MINISTER THE RT HON WILLIAM MCMAHON CH MP
2008-07-15,16014,,"Rudd, Kevin",Speech,,"Address to the World Youth Day Pre-Mass Gathering, Barangaroo, Sydney"
2011-08-01,18039,,"Gillard, Julia",Interview,,"Transcript of interview with Peter Dick and Mary Collier, 4BC"
1997-08-31,10465,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010465.pdf,"Howard, John",Media Release,,"Death of Diana, Princess of Wales"
2005-08-12,21860,,"Howard, John",Media Release,,New Indigenous employment strategy for the Australian Public Service
1976-05-23,4125,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004125.pdf,"Fraser, Malcolm",Media Release,,ELECTORAL TALK
1997-04-15,10303,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010303.pdf,"Howard, John",Speech,,TRANSCRIPT OF THE PRIME MINISTER THE HON JOHN HOWARD MP ADDRESS TO LIBERAL PARTY DIVISION LUNCHEON BRIBANE CONVENTION CENTRE
1978-03-10,4643,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004643.pdf,"Fraser, Malcolm",Media Release,,"THE BROOKLYN ABBATOIR, 10 MARCH 1978"
1970-05-22,2232,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002232.pdf,"Gorton, John",Media Release,,HAROLD HOLT PORTRAIN FOR KING'S HALL
2009-08-25,16772,,"Rudd, Kevin",Video Transcript,,Westport High School students discuss Community Cabinet
2013-01-11,18987,,"Gillard, Julia",Media Release,,Government Formally Establishes Royal Commission
2016-10-26,40534,,"Turnbull, Malcolm",Media Release,,Interview with Danny Kennedy
2014-11-02,23911,,"Abbott, Tony",Transcript,"Visit to Bunbury,  Royal Commission into Union Corruption,  infrastructure investment,  ANZAC centenary commemorations in Albany,  Senate negotiations,  Direct Action,  GST,  WA rehab and detox facilities,  national security.","Joint Doorstop Interview, Bunbury"
1983-03-14,6054,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006054.pdf,"Hawke, Robert",Media Release,,COMMONWEALTH DAY
1994-09-26,9367,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009367.pdf,"Keating, Paul",Speech,,"SPEECH BY THE PRIME MINISTER, THE HON P J KEATING MP 40TH ALP NATIONAL CONFERENCE HOBART, 26 SEPTEMBER 1994"
2002-03-15,12514,,"Howard, John",Interview,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  INTERVIEW WITH JOHN LAWS, RADIO 2UE"
1990-08-13,8079,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008079.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF NEWS CONFERENCE WITH RADIO JOURNALISTS HMAS SUCCEESS, 13 AUGUST 1990"
2009-12-16,16982,,"Rudd, Kevin",Video Transcript,,Working towards Copenhagen - video transcript
2018-05-01,41602,,"Turnbull, Malcolm",Speech,,"Remarks at Official Reception for His Excellency Mr Emmanuel Macron, President of the French Republic"
2010-10-26,17444,,"Gillard, Julia",Health,,Biggest investment in Australia’s history to fight preventable diseases
2012-09-03,18777,,"Gillard, Julia",Media Release,,Better Schools: A National Plan for School Improvement
1973-12-19,3104,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003104.pdf,"Whitlam, Gough",Media Release,,INDUSTRIES ASSITANCE COMMISSION
1981-04-28,5575,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005575.pdf,"Fraser, Malcolm",Statement in Parliament,,STATEMENT TO THE PARLIAMENT - MR PEACOCK'S RESIGNATION
1999-08-14,11035,,"Howard, John",Interview,,"Questions & Answers at the South Australian State Council Hindley Parkroyal, Adelaide"
2014-11-07,23939,,"Abbott, Tony",Transcript,,"Joint Remarks with Prime Minister Rutte and Special Envoy Houston, DFAT Crisis Management Centre"
1967-11-09,1713,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001713.pdf,"Holt, Harold",Speech,,"SENATE ELECTION 1967 - OPENING ADDRESS BY THE PRIME MINISTER, MR HAROLD HOLT, PRESENTED ON TELEVISION AND RADIO ON 9TH NOVEMBER 1967"
2007-07-06,15253,,"Howard, John",Speech,,"Address to a Community Morning Tea, Mingara Recreation Club, Tumbi Umbi"
1990-07-05,8051,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008051.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1988-07-28,7362,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007362.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1992-11-20,8737,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008737.pdf,"Keating, Paul",Speech,,SPEECH BY THE PRIME MINISTER THE HON P J KEATING NATIONAL EXPORT AWARDS PRESENTATIO PARLIAMENT HOUSE CANBERRA - 20 NOVEMBER 1992
1988-09-29,7404,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007404.pdf,"Hawke, Robert",Speech,,SPEECY BY THE PRIME MINISTER LUNCHEON FOR THEIR ROYAL HIGHNESSES THE DUKE AND DUCHESS OF YORK CANBERRA - 29 SEPTEMBER 1988
2013-11-13,23087,,"Abbott, Tony",Media Release,,The Hon Kevin Rudd MP
1965-03-10,1075,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001075.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: PM 30/1965 - BUSHFIRES IN NEW SOURTH WALES - STATEMENT BY THE PRIME MINISTER, THE RT. HON. SIR ROBERT MENZIES"
1964-08-02,971,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000971.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: P.M. 59/1964 - FORESTRY AT THE AUSTRALIAN NATIONAL UNIVERSITY - STATEMENT BY THE PRIME MINSITER, THE RT. HON. SIR ROBERT MENZIES"
2006-08-01,22399,,"Howard, John",Interview,,"Interview with Steve Price and Dave Harrison Radio 4TO, Townsville"
2007-05-31,15535,,"Howard, John",Media Release,,Howard Government to Build the Central Coast Missing Link
1994-11-23,9429,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00009429.pdf,"Keating, Paul",Speech,,"TRANSCRIPT OF THE PRIME MINISTER, THE HON P.J.KEATING MP OPENING OF MANUFACTURING PLANT OF MERCK SHARPE AND DOHME PTY LTD, SOUTH GRANVILLE, SYDNEY, 23 NOVEMBER 1994"
1979-12-09,5213,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005213.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2001-09-01,11753,,"Howard, John",Interview,,Joint Press Conference with the Minister for Immigration The Hon Philip Ruddock MP - Sydney
2005-04-14,21690,,"Howard, John",Interview,,Interview with David Speers Sky News
2010-06-02,17322,,"Rudd, Kevin",Speech,,Address to the Chifley Research Centre Dinner Celebrating the 100th Anniversary of the World's First Majority Labor Government Old Parliament House Canberra
2011-07-18,18011,,"Gillard, Julia",Interview,,"Transcript of doorstop interview, Sydney"
1975-03-24,3662,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003662.pdf,"Whitlam, Gough",Media Release,,"JOINT STATEMENT BY THE PRIME MINISTER OF AUSTRALIA, MR EG WHITLAM, AND THE PREMIER OF NEW SOUTH WALES, MR TL LEWIS"
2017-09-06,41164,,"Turnbull, Malcolm",Media Release,,Government launches Veterans' Employment Awards
2005-08-02,21848,,"Howard, John",Interview,,"Interview with Jon Faine ABC Radio, Melbourne"
1979-11-29,5207,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005207.pdf,"Fraser, Malcolm",Media Release,,THE ANTARCTIC AIR CRASH
2001-05-01,11747,,"Howard, John",Media Release,,Visit to the United States of America
2005-04-09,21684,,"Howard, John",Media Release,,Message to his Royal Highness and Mrs Parker-Bowles
2008-07-23,16028,,"Rudd, Kevin",Interview,,"Transcript of Press Conference, Nhulunbuy, North East Arnhem Land"
1972-04-23,2568,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002568.pdf,"McMahon, William",Speech,,"ANZAC OPEN AIR SERVICE - CONCOR NSW - 23 APRIL 1972 - SPEECH BY THE PRIME MINISTER, THE RT HON WILLIAM MCMAHON CH  MP"
2010-06-09,17336,,"Rudd, Kevin",Interview,,Prime Minister Transcript of doorstop interview Perth 9 June 2010
1975-04-03,3676,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003676.pdf,"Whitlam, Gough",Media Release,,VIETNAMESE CHILDREN
2011-07-16,18005,,"Gillard, Julia",Interview,,"Transcript of doorstop interview, La Trobe Valley"
2017-09-07,41170,,"Turnbull, Malcolm",Media Release,,Departmental Secretaries
1976-05-16,4119,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004119.pdf,"Fraser, Malcolm",Media Release,,ELECTORAL TALK
1997-08-25,10459,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00010459.pdf,"Howard, John",Media Release,,Bill Gatenby
1992-11-13,8723,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008723.pdf,"Keating, Paul",Media Release,,"STATEMENT BY THE PRIME MINISTER, THE HON P J KEATING, MP LEBANON; AUSTRLIAN OFFICIAL REPRESENTATION"
1998-10-11,7410,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007410.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER BUSINESS COUNCIL OF AUSTRALIA SYDNEY - 11 OCTOBER 1988
2013-11-15,23093,,"Abbott, Tony",Speech,,Address to Commonwealth Heads of Government Meeting Opening Ceremony
1964-07-23,965,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000965_0.pdf,"Menzies, Robert",Media Release,,"FOR PRESS: P.M. NO. 56/1964 - AUSTRALIAN FORESTRY COUNCIL - STATEMENT BY THE PRIME MINISTER, THE RT. HON. SIR ROBERT MENZIES"
1965-02-15,1061,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001061_0.pdf,"Menzies, Robert",Speech,,"OPENING OF BLIGH HOUSE, SYDNEY - 15TH FEBRUARY 1965 - SPEECH BY THE PRIME MINISTER, THE RT. HON. SIR ROBERT MENZIES"
2007-08-29,15521,,"Howard, John",Media Release,,Iraqi Political Leaders' Communique
2002-05-16,12528,,"Howard, John",Interview,,TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  BRIEFING FOR CHINESE MEDIA   PARLIAMENT HOUSE
1983-03-28,6068,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006068.pdf,"Hawke, Robert",Media Release,,UNKNOWN
1967-11-02,1707,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001707.pdf,"Holt, Harold",Speech,,"SPEECH BY THE PRIME MINISTER OF LAOS, HIS HIGHNESS PRINCE SOUVANNA PHOUMA, AT A GOVERNMENT LUNCHEON, PARLIAMENT HOUSE, CANBERRA - 2ND NOVEMBER 1967"
2007-04-05,15247,,"Howard, John",Speech,,"Address at the Ryde Business Forum Luncheon North Ryde RSL, Sydney"
1990-06-28,8045,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00008045.pdf,"Hawke, Robert",Speech,,PRIME MINISTERS OPENING REMARKS 1990 PREMIERS CONFERNCE CANBERRA - 28 JUNE 1990
1988-08-15,7376,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007376.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER OPENING OF THE FESTIVAL OF PACIFIC ARTS TOWNSVILLE - 15 AUGUST 1988
2018-05-07,41616,,"Turnbull, Malcolm",Transcript,,"Remarks at the Cabinet Meeting with the Treasurer, the Hon. Scott Morrison MP"
2010-01-18,16996,,"Rudd, Kevin",Speech,,Prime Minister Building Australia's future: beginnng a building decade for a stronger Australia Speech to Australia Day reception National Gallery of Victoria Melbourne
2010-11-02,17450,,"Gillard, Julia",Government,,Indonesia-Australia Joint Statement
1972-12-12,3110,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00003110_0.pdf,"Whitlam, Gough",Media Release,,RICE AID TO INDONESIA
2012-08-28,18763,,"Gillard, Julia",Media Release,,New world-class prostate research centre for Sydney
1981-04-03,5561,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005561.pdf,"Fraser, Malcolm",Media Release,,ROYAL VISIT 1981: APPOINTMENT OF COMMONWEALTH DIRECTOR
2016-10-14,40508,,"Turnbull, Malcolm",Transcript,,Remarks at Atlantic Fellows for Social Equity at the University of Melbourne
1999-05-12,11021,,"Howard, John",Interview,,"12 May 1999                                                   TRANSCRIPT OF THE PRIME MINISTER                   THE HON JOHN HOWARD MP                   INTERVIEW WITH TRACEY GRIMSHAW                 TODAY SHOW, CHANNEL NINE"
1973-01-19,2781,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002781.pdf,"Whitlam, Gough",Media Release,,VISIT TO AUSTRALIA BY THEIR IMPERIAL HIGHNESSES CROWN PRINCE AKIHITO AND CROWN PRINCESS NICHIKO OF JAPAN
1998-12-04,10868,,"Howard, John",Media Release,,THE IMPORTANCE OF INNOVATION FOR AUSTRALIA&#146;S FUTURE
2015-11-24,40087,,"Turnbull, Malcolm",Transcript,,Remarks at the Stand-up Against Violence Breakfast
2018-01-16,41399,,"Turnbull, Malcolm",Media Release,,Hobart powering towards a City Deal
1973-06-22,2959,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00002959.pdf,"Whitlam, Gough",Media Release,,DECISION OF THE INTERNATIONAL COURT OF JUSTICE ON FRENCH NUCLEAR TESTS
2003-07-04,20773,,"Howard, John",Media Release,,Enhanced Access to Drought Assistance for Small Business
2015-06-04,24515,,"Abbott, Tony",Transcript,"Visit to Elite Meats,  $5.5 billion Growing Jobs and Small Business package,  Aboriginal Custody Notification Service,  new measures to strengthen Australian citizenship,  domestic violence,  COAG agenda to address ending violence against women.","Joint Doorstop Interview, Canberra"
1962-07-09,554,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000554_0.pdf,"Menzies, Robert",Speech,,OPENING OF THE AUSTRALIAN NEW ZEALAND SECTION OF THE COMMONWEALTH  PACIFIC CABLE AT SYDNEY 9TH JULY. 1962
2008-05-14,15910,,"Rudd, Kevin",Interview,,"Interview with Chris Uhlmann, AM Program, ABC Radio"
1966-04-12,1288,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00001288.pdf,"Holt, Harold",Speech,,"INTER-PARLIAMENTARY UNION - SPEECH OF WELCOME BY THE PRIME MINISTER, MR. HAROLD HOLT AT PARLIAMENT HOUSE, CANBERRA. 12TH APRIL 1966."
2006-03-07,22164,,"Howard, John",Interview,,"Doorstop Interview Taj Mahal Hotel, Mumbai"
1989-11-20,7821,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00007821.pdf,"Hawke, Robert",Speech,,SPEECH BY THE PRIME MINISTER OPENING OF THE AUSTRLIA-KOREA FORUM CANBERRA - 20 NOVEMBER 1989
2006-11-26,22602,,"Howard, John",Speech,,"Address at the Special Forces Task Group Welcome Home Ceremony and Award Presentation Holsworthy Barracks, Sydney"
1983-11-29,6281,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00006281.pdf,"Hawke, Robert",Press Conference,,"TRANSCRIPT OF PRESS CONFERENCE FOR AUSTRALIAN MEDIA, CHOGM CONFERENCE CENTRE, NEW DELHI, 29 NOVEMBER 1983"
2015-03-11,24273,,"Abbott, Tony",Transcript,"Visit to Mount Gambier,  Australian cattle industry,  free trade agreements,  food labelling,  Automotive Diversification Programme,  Automotive Transformation Scheme,  gas exploration,  Australians facing execution in Indonesia,  the Government’s record of achie","Joint Doorstop Interview, Mount Gambier, South Australia"
1960-10-21,232,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00000232.pdf,"Menzies, Robert",Statement in Parliament,,UNITED NATIONS GENERAL ASSEMBLY - PARLIMENTARY STATEMENT BY THE PRIME MINISTER AND MINISTER FOR EXTERNAL AFFAIRS.
2002-12-18,12919,,"Howard, John",Speech,,"TRANSCRIPT OF THE PRIME MINISTER  THE HON JOHN HOWARD MP  ADDRESS TO BRIAR ROAD PUBLIC SCHOOL,  CAMPBELLTOWN, NEW SOUTH WALES"
2017-05-08,40939,,"Turnbull, Malcolm",Media Release,,Boosting National Security: $321 Million Investment in the AFP
1982-10-25,5950,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005950.pdf,"Fraser, Malcolm",Speech,,ADDRESS TO MTIA DINNER
1977-09-22,4496,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004496.pdf,"Fraser, Malcolm",Media Release,,THE WOMEN'S ADVISORY BODY WORKING PARTY
2011-05-16,17861,,"Gillard, Julia",Interview,,"Transcript ofdoorstop interview, Sydney"
1982-04-03,5788,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005788.pdf,"Fraser, Malcolm",Media Release,,FALKLAND ISLANDS
1982-10-22,5944,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00005944.pdf,"Fraser, Malcolm",Media Release,,STATEMENT BY THE PRIME MINISTER ON HIS VISIT TO SOUTH AUSTRALIA
1977-09-04,4482,https://pmtranscripts.pmc.gov.au/sites/default/files/original/00004482.pdf,"Fraser, Malcolm",Media Release,,ELECTORATE TALK
2011-05-19,17875,,"Gillard, Julia",Interview,,"Transcript of interview with Leon Byner, 5AA"
2006-12-05,22616,,"Howard, John",Media Release,,Visit by the President of the Republic of Korea
